date,kennel,food,bed,treats,collar
2021-12-16,0.0,57.05614676072802,8.29907589246953,0.0,8.29907589246953
2021-12-17,8.29907589246953,67.42999162631493,17.63553627149775,11.411229352145604,10.373844865586912
2021-12-18,14.523382811821676,75.72906751878446,0.0,19.71030524461513,9.336460379028221
2021-12-19,10.373844865586912,65.35522265319754,9.336460379028221,10.373844865586912,15.560767298380368
2021-12-20,9.336460379028221,74.69168303222577,14.523382811821676,0.0,11.411229352145604
2021-12-21,11.411229352145604,62.24306919352147,10.373844865586912,12.448613838704293,9.336460379028221
2021-12-22,11.411229352145604,66.39260713975624,12.448613838704293,8.29907589246953,9.336460379028221
2021-12-23,0.0,68.46737611287362,15.560767298380368,10.373844865586912,18.672920758056442
2021-12-24,10.373844865586912,80.91598995157791,9.336460379028221,0.0,0.0
2021-12-25,0.0,44.60753292202372,0.0,13.485998325262985,0.0
2021-12-26,12.448613838704293,85.06552789781267,11.411229352145604,14.523382811821676,16.59815178493906
2021-12-27,10.373844865586912,87.14029687093006,8.29907589246953,0.0,17.63553627149775
2021-12-28,8.29907589246953,74.69168303222577,13.485998325262985,9.336460379028221,14.523382811821676
2021-12-29,0.0,73.65429854566707,15.560767298380368,7.261691405910838,12.448613838704293
2021-12-30,13.485998325262985,70.542145085991,11.411229352145604,13.485998325262985,17.63553627149775
2021-12-31,12.448613838704293,76.76645200534315,8.29907589246953,12.448613838704293,0.0
2022-01-01,12.448613838704293,68.46737611287362,9.336460379028221,11.411229352145604,12.448613838704293
2022-01-02,10.373844865586912,79.87860546501922,11.411229352145604,15.560767298380368,16.59815178493906
2022-01-03,9.336460379028221,77.80383649190183,11.411229352145604,0.0,8.29907589246953
2022-01-04,0.0,75.72906751878446,0.0,0.0,19.71030524461513
2022-01-05,10.373844865586912,84.02814341125399,21.785074217732515,0.0,12.448613838704293
2022-01-06,0.0,61.20568470696278,13.485998325262985,0.0,16.59815178493906
2022-01-07,0.0,80.91598995157791,13.485998325262985,0.0,11.411229352145604
2022-01-08,13.485998325262985,100.62629519619304,16.59815178493906,0.0,15.560767298380368
2022-01-09,14.523382811821676,80.91598995157791,14.523382811821676,0.0,14.523382811821676
2022-01-10,17.63553627149775,67.42999162631493,18.672920758056442,0.0,8.29907589246953
2022-01-11,11.411229352145604,77.80383649190183,10.373844865586912,15.560767298380368,8.29907589246953
2022-01-12,8.29907589246953,75.72906751878446,0.0,0.0,0.0
2022-01-13,11.411229352145604,81.9533744381366,10.373844865586912,0.0,12.448613838704293
2022-01-14,0.0,101.66367968275173,12.448613838704293,9.336460379028221,13.485998325262985
2022-01-15,12.448613838704293,94.4019882768409,16.59815178493906,11.411229352145604,21.785074217732515
2022-01-16,0.0,77.80383649190183,11.411229352145604,0.0,13.485998325262985
2022-01-17,9.336460379028221,71.57952957254969,11.411229352145604,16.59815178493906,0.0
2022-01-18,9.336460379028221,67.42999162631493,0.0,0.0,14.523382811821676
2022-01-19,14.523382811821676,84.02814341125399,9.336460379028221,10.373844865586912,13.485998325262985
2022-01-20,0.0,77.80383649190183,10.373844865586912,11.411229352145604,12.448613838704293
2022-01-21,9.336460379028221,80.91598995157791,12.448613838704293,8.29907589246953,9.336460379028221
2022-01-22,15.560767298380368,79.87860546501922,8.29907589246953,11.411229352145604,0.0
2022-01-23,9.336460379028221,85.06552789781267,14.523382811821676,9.336460379028221,10.373844865586912
2022-01-24,0.0,80.91598995157791,10.373844865586912,11.411229352145604,13.485998325262985
2022-01-25,9.336460379028221,69.50476059943232,9.336460379028221,14.523382811821676,21.785074217732515
2022-01-26,0.0,91.28983481716483,10.373844865586912,15.560767298380368,21.785074217732515
2022-01-27,12.448613838704293,71.57952957254969,12.448613838704293,9.336460379028221,16.59815178493906
2022-01-28,8.29907589246953,80.91598995157791,14.523382811821676,0.0,10.373844865586912
2022-01-29,0.0,81.9533744381366,10.373844865586912,14.523382811821676,13.485998325262985
2022-01-30,8.29907589246953,89.21506584404744,12.448613838704293,9.336460379028221,11.411229352145604
2022-01-31,10.373844865586912,67.42999162631493,9.336460379028221,0.0,13.485998325262985
2022-02-01,15.560767298380368,80.91598995157791,8.29907589246953,8.29907589246953,13.485998325262985
2022-02-02,8.29907589246953,68.46737611287362,9.336460379028221,9.336460379028221,14.523382811821676
2022-02-03,10.373844865586912,67.42999162631493,11.411229352145604,8.29907589246953,9.336460379028221
2022-02-04,0.0,89.21506584404744,11.411229352145604,11.411229352145604,9.336460379028221
2022-02-05,9.336460379028221,87.14029687093006,8.29907589246953,0.0,18.672920758056442
2022-02-06,12.448613838704293,88.17768135748875,15.560767298380368,12.448613838704293,17.63553627149775
2022-02-07,11.411229352145604,84.02814341125399,14.523382811821676,16.59815178493906,13.485998325262985
2022-02-08,12.448613838704293,76.76645200534315,8.29907589246953,8.29907589246953,12.448613838704293
2022-02-09,0.0,88.17768135748875,11.411229352145604,9.336460379028221,10.373844865586912
2022-02-10,0.0,69.50476059943232,10.373844865586912,0.0,16.59815178493906
2022-02-11,9.336460379028221,78.84122097846053,0.0,9.336460379028221,8.29907589246953
2022-02-12,0.0,103.73844865586912,0.0,0.0,16.59815178493906
2022-02-13,13.485998325262985,93.3646037902822,11.411229352145604,0.0,20.747689731173825
2022-02-14,8.29907589246953,68.46737611287362,7.261691405910838,9.336460379028221,15.560767298380368
2022-02-15,7.261691405910838,75.72906751878446,9.336460379028221,8.29907589246953,12.448613838704293
2022-02-16,6.224306919352147,88.17768135748875,7.261691405910838,7.261691405910838,12.448613838704293
2022-02-17,7.261691405910838,80.91598995157791,7.261691405910838,12.448613838704293,15.560767298380368
2022-02-18,13.485998325262985,85.06552789781267,8.29907589246953,7.261691405910838,14.523382811821676
2022-02-19,10.373844865586912,102.70106416931043,13.485998325262985,17.63553627149775,7.261691405910838
2022-02-20,7.261691405910838,100.62629519619304,14.523382811821676,7.261691405910838,16.59815178493906
2022-02-21,12.448613838704293,78.84122097846053,11.411229352145604,6.224306919352147,11.411229352145604
2022-02-22,6.238615670890888,81.10200372158154,0.0,11.43746206329996,6.238615670890888
2022-02-23,8.318154227854517,71.7440802152452,8.318154227854517,12.477231341781776,13.517000620263591
2022-02-24,10.397692784818148,71.7440802152452,7.278384949372702,7.278384949372702,10.397692784818148
2022-02-25,8.318154227854517,72.78384949372703,16.636308455709035,6.238615670890888,15.59653917722722
2022-02-26,14.556769898745404,77.9826958861361,9.357923506336332,16.636308455709035,12.477231341781776
2022-02-27,8.318154227854517,80.06223444309973,14.556769898745404,8.318154227854517,14.556769898745404
2022-02-28,11.43746206329996,75.90315732917247,10.397692784818148,11.43746206329996,14.556769898745404
2022-03-01,7.278384949372702,84.221311557027,7.278384949372702,9.357923506336332,10.397692784818148
2022-03-02,13.517000620263591,72.78384949372703,6.238615670890888,9.357923506336332,15.59653917722722
2022-03-03,10.397692784818148,73.82361877220885,7.278384949372702,0.0,18.715847012672665
2022-03-04,0.0,76.94292660765429,9.357923506336332,8.318154227854517,14.556769898745404
2022-03-05,12.477231341781776,95.65877362032695,10.397692784818148,18.715847012672665,14.556769898745404
2022-03-06,12.477231341781776,82.14177300006335,15.59653917722722,8.318154227854517,12.477231341781776
2022-03-07,9.357923506336332,70.70431093676339,12.477231341781776,0.0,10.397692784818148
2022-03-08,11.43746206329996,74.86338805069066,11.43746206329996,8.318154227854517,12.477231341781776
2022-03-09,11.43746206329996,80.06223444309973,9.357923506336332,8.318154227854517,10.397692784818148
2022-03-10,11.43746206329996,70.70431093676339,0.0,13.517000620263591,12.477231341781776
2022-03-11,9.357923506336332,82.14177300006335,10.397692784818148,8.318154227854517,11.43746206329996
2022-03-12,10.397692784818148,103.97692784818146,8.318154227854517,13.517000620263591,11.43746206329996
2022-03-13,9.357923506336332,98.7780814557724,10.397692784818148,9.357923506336332,13.517000620263591
2022-03-14,14.556769898745404,72.78384949372703,7.278384949372702,14.556769898745404,14.556769898745404
2022-03-15,14.556769898745404,84.221311557027,9.357923506336332,12.477231341781776,12.477231341781776
2022-03-16,11.43746206329996,77.9826958861361,11.43746206329996,8.318154227854517,7.278384949372702
2022-03-17,7.278384949372702,73.82361877220885,9.357923506336332,7.278384949372702,10.397692784818148
2022-03-18,9.357923506336332,82.14177300006335,9.357923506336332,9.357923506336332,15.59653917722722
2022-03-19,8.318154227854517,77.9826958861361,10.397692784818148,10.397692784818148,13.517000620263591
2022-03-20,11.43746206329996,86.30085011399062,9.357923506336332,8.318154227854517,16.636308455709035
2022-03-21,16.636308455709035,82.14177300006335,9.357923506336332,0.0,11.43746206329996
2022-03-22,8.318154227854517,72.78384949372703,10.397692784818148,9.357923506336332,11.43746206329996
2022-03-23,11.43746206329996,72.78384949372703,7.278384949372702,9.357923506336332,11.43746206329996
2022-03-24,11.43746206329996,63.42592598739069,8.318154227854517,8.318154227854517,9.357923506336332
2022-03-25,11.43746206329996,66.54523382283614,8.318154227854517,7.278384949372702,9.357923506336332
2022-03-26,11.43746206329996,83.18154227854518,9.357923506336332,6.238615670890888,16.636308455709035
2022-03-27,11.43746206329996,80.06223444309973,12.477231341781776,12.477231341781776,14.556769898745404
2022-03-28,7.278384949372702,68.62477237979977,9.357923506336332,5.198846392409074,7.278384949372702
2022-03-29,6.238615670890888,81.10200372158154,7.278384949372702,5.198846392409074,11.43746206329996
2022-03-30,0.0,80.06223444309973,7.278384949372702,8.318154227854517,11.43746206329996
2022-03-31,8.318154227854517,70.70431093676339,9.357923506336332,8.318154227854517,9.357923506336332
2022-04-01,8.318154227854517,69.66454165828158,13.517000620263591,9.357923506336332,9.357923506336332
2022-04-02,10.397692784818148,92.5394657848815,7.278384949372702,9.357923506336332,14.556769898745404
2022-04-03,6.238615670890888,80.06223444309973,9.357923506336332,9.357923506336332,12.477231341781776
2022-04-04,9.357923506336332,71.7440802152452,8.318154227854517,12.477231341781776,9.357923506336332
2022-04-05,12.477231341781776,62.38615670890888,8.318154227854517,0.0,6.238615670890888
2022-04-06,12.477231341781776,80.06223444309973,6.238615670890888,0.0,13.517000620263591
2022-04-07,11.43746206329996,69.66454165828158,9.357923506336332,9.357923506336332,7.278384949372702
2022-04-08,12.477231341781776,69.66454165828158,6.238615670890888,7.278384949372702,7.278384949372702
2022-04-09,10.397692784818148,90.45992722791787,10.397692784818148,9.357923506336332,14.556769898745404
2022-04-10,11.43746206329996,79.02246516461791,12.477231341781776,14.556769898745404,14.556769898745404
2022-04-11,13.517000620263591,75.90315732917247,9.357923506336332,7.278384949372702,9.357923506336332
2022-04-12,11.43746206329996,70.70431093676339,7.278384949372702,8.318154227854517,13.517000620263591
2022-04-13,9.357923506336332,73.82361877220885,0.0,0.0,7.278384949372702
2022-04-14,11.43746206329996,83.18154227854518,10.397692784818148,8.318154227854517,7.278384949372702
2022-04-15,13.517000620263591,80.06223444309973,9.357923506336332,6.238615670890888,16.636308455709035
2022-04-16,10.397692784818148,83.18154227854518,9.357923506336332,10.397692784818148,9.357923506336332
2022-04-17,10.397692784818148,87.34061939247243,11.43746206329996,15.59653917722722,10.397692784818148
2022-04-18,12.477231341781776,79.02246516461791,11.43746206329996,8.318154227854517,7.278384949372702
2022-04-19,13.517000620263591,72.78384949372703,6.238615670890888,12.477231341781776,8.318154227854517
2022-04-20,8.318154227854517,73.82361877220885,7.278384949372702,7.278384949372702,6.238615670890888
2022-04-21,6.238615670890888,81.10200372158154,6.238615670890888,5.198846392409074,12.477231341781776
2022-04-22,14.556769898745404,73.82361877220885,0.0,9.357923506336332,8.318154227854517
2022-04-23,10.397692784818148,75.90315732917247,0.0,10.397692784818148,14.556769898745404
2022-04-24,14.556769898745404,90.45992722791787,13.517000620263591,8.318154227854517,19.755616291154478
2022-04-25,7.278384949372702,68.62477237979977,9.357923506336332,12.477231341781776,11.43746206329996
2022-04-26,8.318154227854517,68.62477237979977,0.0,8.318154227854517,9.357923506336332
2022-04-27,7.278384949372702,70.70431093676339,0.0,6.238615670890888,13.517000620263591
2022-04-28,0.0,71.7440802152452,11.43746206329996,7.278384949372702,11.43746206329996
2022-04-29,10.397692784818148,66.54523382283614,10.397692784818148,7.278384949372702,10.397692784818148
2022-04-30,11.43746206329996,81.10200372158154,14.556769898745404,10.397692784818148,10.397692784818148
2022-05-01,16.636308455709035,99.81785073425421,15.59653917722722,10.397692784818148,12.477231341781776
2022-05-02,10.397692784818148,65.50546454435433,7.278384949372702,5.198846392409074,10.397692784818148
2022-05-03,12.477231341781776,66.54523382283614,7.278384949372702,7.278384949372702,13.517000620263591
2022-05-04,10.397692784818148,65.50546454435433,7.278384949372702,5.198846392409074,11.43746206329996
2022-05-05,6.238615670890888,73.82361877220885,8.318154227854517,6.238615670890888,7.278384949372702
2022-05-06,10.397692784818148,58.22707959498162,8.318154227854517,6.238615670890888,7.278384949372702
2022-05-07,6.238615670890888,75.90315732917247,10.397692784818148,10.397692784818148,8.318154227854517
2022-05-08,10.397692784818148,82.14177300006335,8.318154227854517,9.357923506336332,8.318154227854517
2022-05-09,11.43746206329996,68.62477237979977,12.477231341781776,12.477231341781776,12.477231341781776
2022-05-10,9.357923506336332,67.58500310131795,7.278384949372702,6.238615670890888,14.556769898745404
2022-05-11,8.318154227854517,67.58500310131795,10.397692784818148,9.357923506336332,12.477231341781776
2022-05-12,12.477231341781776,72.78384949372703,9.357923506336332,0.0,6.238615670890888
2022-05-13,10.397692784818148,73.82361877220885,13.517000620263591,7.278384949372702,9.357923506336332
2022-05-14,0.0,68.62477237979977,17.676077734190848,11.43746206329996,15.59653917722722
2022-05-15,11.882252254650515,101.53924653974076,12.96245700507329,0.0,12.96245700507329
2022-05-16,16.203071256341612,68.05289927663476,7.561433252959419,6.481228502536645,12.96245700507329
2022-05-17,6.481228502536645,65.89248977578922,6.481228502536645,8.641638003382193,12.96245700507329
2022-05-18,11.882252254650515,59.41126127325258,8.641638003382193,8.641638003382193,8.641638003382193
2022-05-19,8.641638003382193,72.37371827832587,7.561433252959419,7.561433252959419,9.721842753804967
2022-05-20,8.641638003382193,72.37371827832587,8.641638003382193,8.641638003382193,6.481228502536645
2022-05-21,0.0,91.8174037859358,8.641638003382193,9.721842753804967,15.122866505918838
2022-05-22,8.641638003382193,87.4965847842447,12.96245700507329,9.721842753804967,0.0
2022-05-23,8.641638003382193,74.53412777917141,0.0,7.561433252959419,0.0
2022-05-24,10.80204750422774,70.21330877748032,7.561433252959419,10.80204750422774,10.80204750422774
2022-05-25,11.882252254650515,69.13310402705754,11.882252254650515,8.641638003382193,11.882252254650515
2022-05-26,11.882252254650515,73.45392302874863,9.721842753804967,7.561433252959419,15.122866505918838
2022-05-27,14.042661755496063,74.53412777917141,12.96245700507329,6.481228502536645,9.721842753804967
2022-05-28,8.641638003382193,70.21330877748032,8.641638003382193,8.641638003382193,19.443685507609935
2022-05-29,8.641638003382193,91.8174037859358,8.641638003382193,9.721842753804967,8.641638003382193
2022-05-30,14.042661755496063,83.17576578255361,0.0,9.721842753804967,11.882252254650515
2022-05-31,8.641638003382193,77.77474203043974,8.641638003382193,10.80204750422774,9.721842753804967
2022-06-01,9.721842753804967,56.17064702198425,9.721842753804967,8.641638003382193,12.96245700507329
2022-06-02,6.481228502536645,65.89248977578922,10.80204750422774,8.641638003382193,6.481228502536645
2022-06-03,0.0,69.13310402705754,0.0,6.481228502536645,8.641638003382193
2022-06-04,17.283276006764385,89.65699428509025,8.641638003382193,15.122866505918838,14.042661755496063
2022-06-05,11.882252254650515,88.57678953466747,12.96245700507329,10.80204750422774,17.283276006764385
2022-06-06,10.80204750422774,86.41638003382192,14.042661755496063,6.481228502536645,6.481228502536645
2022-06-07,9.721842753804967,79.93515153128529,9.721842753804967,7.561433252959419,14.042661755496063
2022-06-08,16.203071256341612,68.05289927663476,7.561433252959419,14.042661755496063,11.882252254650515
2022-06-09,14.042661755496063,79.93515153128529,10.80204750422774,7.561433252959419,10.80204750422774
2022-06-10,10.80204750422774,69.13310402705754,8.641638003382193,11.882252254650515,9.721842753804967
2022-06-11,0.0,88.57678953466747,8.641638003382193,11.882252254650515,14.042661755496063
2022-06-12,14.042661755496063,78.8549467808625,7.561433252959419,8.641638003382193,10.80204750422774
2022-06-13,12.96245700507329,79.93515153128529,9.721842753804967,12.96245700507329,6.481228502536645
2022-06-14,10.80204750422774,84.25597053297638,9.721842753804967,0.0,14.042661755496063
2022-06-15,14.042661755496063,73.45392302874863,12.96245700507329,8.641638003382193,0.0
2022-06-16,11.882252254650515,70.21330877748032,9.721842753804967,12.96245700507329,11.882252254650515
2022-06-17,15.122866505918838,76.69453728001696,0.0,9.721842753804967,10.80204750422774
2022-06-18,0.0,83.17576578255361,9.721842753804967,9.721842753804967,11.882252254650515
2022-06-19,16.203071256341612,82.09556103213083,0.0,12.96245700507329,15.122866505918838
2022-06-20,23.76450450930103,90.73719903551303,10.80204750422774,11.882252254650515,14.042661755496063
2022-06-21,10.80204750422774,89.65699428509025,7.561433252959419,0.0,17.283276006764385
2022-06-22,12.96245700507329,87.4965847842447,11.882252254650515,9.721842753804967,15.122866505918838
2022-06-23,19.443685507609935,81.01535628170805,9.721842753804967,0.0,10.80204750422774
2022-06-24,15.122866505918838,81.01535628170805,12.96245700507329,7.561433252959419,11.882252254650515
2022-06-25,18.36348075718716,88.57678953466747,21.60409500845548,10.80204750422774,12.96245700507329
2022-06-26,8.641638003382193,93.97781328678134,0.0,9.721842753804967,15.122866505918838
2022-06-27,10.80204750422774,74.53412777917141,8.641638003382193,8.641638003382193,9.721842753804967
2022-06-28,12.96245700507329,85.33617528339916,9.721842753804967,11.882252254650515,12.96245700507329
2022-06-29,7.561433252959419,82.09556103213083,8.641638003382193,8.641638003382193,14.042661755496063
2022-06-30,11.882252254650515,101.53924653974076,7.561433252959419,12.96245700507329,14.042661755496063
2022-07-01,9.721842753804967,85.33617528339916,12.96245700507329,0.0,14.042661755496063
2022-07-02,11.882252254650515,78.8549467808625,11.882252254650515,9.721842753804967,15.122866505918838
2022-07-03,10.80204750422774,100.459041789318,16.203071256341612,14.042661755496063,15.122866505918838
2022-07-04,11.882252254650515,92.89760853635858,0.0,8.641638003382193,19.443685507609935
2022-07-05,15.122866505918838,74.53412777917141,9.721842753804967,8.641638003382193,10.80204750422774
2022-07-06,15.122866505918838,83.17576578255361,7.561433252959419,14.042661755496063,6.481228502536645
2022-07-07,9.721842753804967,78.8549467808625,8.641638003382193,7.561433252959419,12.96245700507329
2022-07-08,10.80204750422774,93.97781328678134,10.80204750422774,8.641638003382193,7.561433252959419
2022-07-09,16.203071256341612,90.73719903551303,12.96245700507329,7.561433252959419,12.96245700507329
2022-07-10,15.122866505918838,105.86006554143187,15.122866505918838,9.721842753804967,11.882252254650515
2022-07-11,9.721842753804967,95.05801803720412,9.721842753804967,11.882252254650515,8.641638003382193
2022-07-12,11.882252254650515,88.57678953466747,8.641638003382193,9.721842753804967,10.80204750422774
2022-07-13,9.721842753804967,89.65699428509025,8.641638003382193,12.96245700507329,7.561433252959419
2022-07-14,17.283276006764385,92.89760853635858,9.721842753804967,9.721842753804967,9.721842753804967
2022-07-15,8.641638003382193,76.69453728001696,9.721842753804967,8.641638003382193,10.80204750422774
2022-07-16,11.882252254650515,97.21842753804967,11.882252254650515,12.96245700507329,15.122866505918838
2022-07-17,16.203071256341612,108.02047504227741,12.96245700507329,9.721842753804967,9.721842753804967
2022-07-18,10.80204750422774,85.33617528339916,0.0,12.96245700507329,9.721842753804967
2022-07-19,7.561433252959419,84.25597053297638,17.283276006764385,6.481228502536645,12.96245700507329
2022-07-20,0.0,79.93515153128529,12.96245700507329,7.561433252959419,9.721842753804967
2022-07-21,9.721842753804967,88.57678953466747,14.042661755496063,6.481228502536645,10.80204750422774
2022-07-22,14.042661755496063,85.33617528339916,11.882252254650515,7.561433252959419,14.042661755496063
2022-07-23,11.882252254650515,92.89760853635858,14.042661755496063,12.96245700507329,16.203071256341612
2022-07-24,10.80204750422774,89.65699428509025,11.882252254650515,0.0,11.882252254650515
2022-07-25,11.882252254650515,87.4965847842447,0.0,6.481228502536645,11.882252254650515
2022-07-26,16.203071256341612,82.09556103213083,11.882252254650515,11.882252254650515,19.443685507609935
2022-07-27,10.80204750422774,85.33617528339916,10.80204750422774,7.561433252959419,10.80204750422774
2022-07-28,0.0,79.93515153128529,16.203071256341612,7.561433252959419,11.882252254650515
2022-07-29,10.80204750422774,92.89760853635858,8.641638003382193,10.80204750422774,17.283276006764385
2022-07-30,19.443685507609935,97.21842753804967,0.0,11.882252254650515,11.882252254650515
2022-07-31,11.882252254650515,95.05801803720412,9.721842753804967,18.36348075718716,14.042661755496063
2022-08-01,10.80204750422774,90.73719903551303,14.042661755496063,14.042661755496063,8.641638003382193
2022-08-02,11.882252254650515,87.4965847842447,9.721842753804967,9.721842753804967,6.481228502536645
2022-08-03,6.481228502536645,83.17576578255361,12.96245700507329,12.96245700507329,12.96245700507329
2022-08-04,15.122866505918838,83.17576578255361,10.80204750422774,0.0,16.203071256341612
2022-08-05,12.15836876304735,96.25375270745819,7.092381778444287,0.0,15.197960953809188
2022-08-06,16.2111583507298,95.24055531053757,12.15836876304735,13.171566159967963,11.145171366126737
2022-08-07,13.171566159967963,86.12177873825206,13.171566159967963,14.184763556888575,14.184763556888575
2022-08-08,10.131973969206125,85.10858134133144,14.184763556888575,10.131973969206125,16.2111583507298
2022-08-09,7.092381778444287,93.21416051669635,11.145171366126737,14.184763556888575,12.15836876304735
2022-08-10,11.145171366126737,68.89742299060165,7.092381778444287,9.118776572285512,6.079184381523675
2022-08-11,9.118776572285512,83.08218654749022,14.184763556888575,10.131973969206125,10.131973969206125
2022-08-12,16.2111583507298,83.08218654749022,11.145171366126737,9.118776572285512,14.184763556888575
2022-08-13,10.131973969206125,86.12177873825206,0.0,8.1055791753649,14.184763556888575
2022-08-14,10.131973969206125,89.1613709290139,10.131973969206125,11.145171366126737,11.145171366126737
2022-08-15,12.15836876304735,92.20096311977574,8.1055791753649,8.1055791753649,11.145171366126737
2022-08-16,7.092381778444287,85.10858134133144,9.118776572285512,10.131973969206125,13.171566159967963
2022-08-17,6.079184381523675,84.09538394441084,8.1055791753649,8.1055791753649,11.145171366126737
2022-08-18,0.0,73.96340997520471,10.131973969206125,9.118776572285512,15.197960953809188
2022-08-19,14.184763556888575,78.01619956288717,17.224355747650414,10.131973969206125,8.1055791753649
2022-08-20,22.290342732253475,92.20096311977574,16.2111583507298,0.0,21.27714533533286
2022-08-21,12.15836876304735,101.31973969206125,17.224355747650414,16.2111583507298,12.15836876304735
2022-08-22,10.131973969206125,78.01619956288717,12.15836876304735,8.1055791753649,13.171566159967963
2022-08-23,7.092381778444287,80.04259435672839,12.15836876304735,12.15836876304735,12.15836876304735
2022-08-24,8.1055791753649,73.96340997520471,6.079184381523675,7.092381778444287,10.131973969206125
2022-08-25,14.184763556888575,77.00300216596655,7.092381778444287,0.0,11.145171366126737
2022-08-26,0.0,78.01619956288717,17.224355747650414,8.1055791753649,7.092381778444287
2022-08-27,11.145171366126737,99.29334489822003,0.0,10.131973969206125,11.145171366126737
2022-08-28,9.118776572285512,94.22735791361696,11.145171366126737,9.118776572285512,15.197960953809188
2022-08-29,8.1055791753649,71.93701518136349,11.145171366126737,13.171566159967963,8.1055791753649
2022-08-30,16.2111583507298,86.12177873825206,6.079184381523675,10.131973969206125,13.171566159967963
2022-08-31,13.171566159967963,87.13497613517268,8.1055791753649,8.1055791753649,11.145171366126737
2022-09-01,0.0,69.91062038752226,9.118776572285512,7.092381778444287,14.184763556888575
2022-09-02,9.118776572285512,83.08218654749022,12.15836876304735,8.1055791753649,10.131973969206125
2022-09-03,11.145171366126737,83.08218654749022,15.197960953809188,10.131973969206125,8.1055791753649
2022-09-04,0.0,85.10858134133144,9.118776572285512,13.171566159967963,15.197960953809188
2022-09-05,17.224355747650414,100.30654229514064,15.197960953809188,14.184763556888575,13.171566159967963
2022-09-06,10.131973969206125,63.83143600599859,8.1055791753649,7.092381778444287,0.0
2022-09-07,11.145171366126737,78.01619956288717,7.092381778444287,0.0,0.0
2022-09-08,9.118776572285512,66.87102819676042,12.15836876304735,8.1055791753649,9.118776572285512
2022-09-09,7.092381778444287,72.9502125782841,12.15836876304735,10.131973969206125,10.131973969206125
2022-09-10,8.1055791753649,80.04259435672839,12.15836876304735,9.118776572285512,9.118776572285512
2022-09-11,11.145171366126737,75.98980476904593,9.118776572285512,7.092381778444287,12.15836876304735
2022-09-12,9.118776572285512,70.92381778444287,11.145171366126737,10.131973969206125,6.079184381523675
2022-09-13,7.092381778444287,68.89742299060165,0.0,8.1055791753649,10.131973969206125
2022-09-14,0.0,65.85783079983982,7.092381778444287,13.171566159967963,9.118776572285512
2022-09-15,0.0,78.01619956288717,10.131973969206125,7.092381778444287,0.0
2022-09-16,7.092381778444287,65.85783079983982,7.092381778444287,7.092381778444287,8.1055791753649
2022-09-17,0.0,79.02939695980777,0.0,12.15836876304735,10.131973969206125
2022-09-18,9.118776572285512,89.1613709290139,12.15836876304735,13.171566159967963,10.131973969206125
2022-09-19,8.1055791753649,71.93701518136349,8.1055791753649,7.092381778444287,13.171566159967963
2022-09-20,0.0,74.97660737212533,8.1055791753649,8.1055791753649,10.131973969206125
2022-09-21,9.118776572285512,70.92381778444287,10.131973969206125,8.1055791753649,8.1055791753649
2022-09-22,7.092381778444287,61.80504121215736,8.1055791753649,8.1055791753649,6.079184381523675
2022-09-23,7.092381778444287,68.89742299060165,14.184763556888575,8.1055791753649,7.092381778444287
2022-09-24,11.145171366126737,74.97660737212533,7.092381778444287,13.171566159967963,18.237553144571024
2022-09-25,0.0,81.055791753649,12.15836876304735,13.171566159967963,0.0
2022-09-26,7.092381778444287,69.91062038752226,9.118776572285512,10.131973969206125,11.145171366126737
2022-09-27,7.092381778444287,67.88422559368104,7.092381778444287,0.0,7.092381778444287
2022-09-28,6.079184381523675,65.85783079983982,12.15836876304735,0.0,8.1055791753649
2022-09-29,11.145171366126737,71.93701518136349,0.0,0.0,13.171566159967963
2022-09-30,10.131973969206125,67.88422559368104,8.1055791753649,9.118776572285512,9.118776572285512
2022-10-01,9.118776572285512,74.97660737212533,9.118776572285512,9.118776572285512,11.145171366126737
2022-10-02,9.118776572285512,85.10858134133144,14.184763556888575,10.131973969206125,11.145171366126737
2022-10-03,8.1055791753649,65.85783079983982,11.145171366126737,6.079184381523675,12.15836876304735
2022-10-04,10.131973969206125,82.0689891505696,7.092381778444287,8.1055791753649,9.118776572285512
2022-10-05,8.1055791753649,63.83143600599859,11.145171366126737,0.0,0.0
2022-10-06,0.0,68.89742299060165,15.197960953809188,7.092381778444287,12.15836876304735
2022-10-07,11.145171366126737,60.79184381523675,16.2111583507298,7.092381778444287,9.118776572285512
2022-10-08,10.131973969206125,84.09538394441084,10.131973969206125,12.15836876304735,16.2111583507298
2022-10-09,12.15836876304735,69.91062038752226,9.118776572285512,7.092381778444287,9.118776572285512
2022-10-10,7.092381778444287,67.88422559368104,12.15836876304735,10.131973969206125,10.131973969206125
2022-10-11,9.118776572285512,67.88422559368104,13.171566159967963,7.092381778444287,10.131973969206125
2022-10-12,7.092381778444287,77.00300216596655,12.15836876304735,7.092381778444287,7.092381778444287
2022-10-13,9.118776572285512,63.83143600599859,10.131973969206125,10.131973969206125,7.092381778444287
2022-10-14,7.092381778444287,62.81823860907797,10.131973969206125,7.092381778444287,6.079184381523675
2022-10-15,11.145171366126737,87.13497613517268,0.0,12.15836876304735,12.15836876304735
2022-10-16,11.145171366126737,74.97660737212533,10.131973969206125,0.0,11.145171366126737
2022-10-17,8.1055791753649,66.87102819676042,13.171566159967963,0.0,10.131973969206125
2022-10-18,10.131973969206125,69.91062038752226,11.145171366126737,0.0,8.1055791753649
2022-10-19,10.131973969206125,67.88422559368104,9.118776572285512,0.0,11.145171366126737
